序号,名称,1_max,2_max,1_avg,2_avg,瓶颈距离,一维持续性景观的L1范数,一维持续性景观的L2范数 ,持续熵,,,,,,,,,,,,,,,,,
198,中国国航601111.SH,5000,5000,5000,5000,5000,5000,5000,5000,,,,,,,,,,,,,,,,,
199,中国化学601117.SH,2.655910772,0.040507494,1.104639444,0.030834014,1.327955386,8.921042816,3.284787408,0.675882477,,,,,,,,,,,,,,,,,
200,工业富联601138.SH,0.059249879,0,0.059249879,0,0.02962494,0.22852359,0.079892521,0,,,,,,,,,,,,,,,,,
201,新城控股601155.SH,0.059249879,0,0.059249879,0,0.02962494,0.22852359,0.079892521,0,,,,,,,,,,,,,,,,,
202,兴业银行601166.SH,2.081058433,0.151451931,0.416954326,0.151451931,1.040529217,6.73277942,2.539441966,1.07350789,,,,,,,,,,,,,,,,,
203,北京银行601169.SH,0.28905973,0,0.179922913,0,0.144529865,1.177831523,0.39238358,0.495810765,,,,,,,,,,,,,,,,,
204,中国铁建601186.SH,1.104747558,0,0.530434994,0,0.552373779,7.286166338,1.88177861,1.536194411,,,,,,,,,,,,,,,,,
205,国泰君安601211.SH,1.681593732,0,0.794117601,0,0.840796866,7.975132654,2.387653837,1.054666395,,,,,,,,,,,,,,,,,
206,君正集团601216.SH,0.604929703,0.208631271,0.228946646,0.134163114,0.302464851,4.404427664,1.105524489,2.045623496,,,,,,,,,,,,,,,,,
207,陕西煤业601225.SH,5000,5000,5000,5000,5000,5000,5000,5000,,,,,,,,,,,,,,,,,
208,上海银行601229.SH,0.030826847,0,0.030826847,0,0.015413423,0.118897486,0.041566912,0,,,,,,,,,,,,,,,,,
209,红塔证券601236.SH,0.088150926,0,0.058358579,0,0.044075463,0.493854041,0.135689932,1.003734872,,,,,,,,,,,,,,,,,
210,广汽集团601238.SH,4.705190297,0.031647715,1.430454017,0.031647715,2.352595149,19.38703818,6.381559015,1.36384659,,,,,,,,,,,,,,,,,
211,农业银行601288.SH,0.088150926,0,0.058358579,0,0.044075463,0.493854041,0.135689932,1.003734872,,,,,,,,,,,,,,,,,
212,中国平安601318.SH,0.041720298,0,0.025267291,0,0.020860149,0.168014455,0.05653748,0.462827194,,,,,,,,,,,,,,,,,
213,中国人保601319.SH,0.273230345,0.031940472,0.097975001,0.031940472,0.136615172,1.063877531,0.368560574,0.588266543,,,,,,,,,,,,,,,,,
214,交通银行601328.SH,1.946146802,0,0.801769639,0,0.973073401,11.5032346,3.085151514,1.425850124,,,,,,,,,,,,,,,,,
215,新华保险601336.SH,0.03445942,0,0.027103578,0,0.01722971,0.042307586,0.024847582,0.655852907,,,,,,,,,,,,,,,,,
216,三六零601360.SH,0.009543847,0,0.009543847,0,0.004771923,0.036810102,0.01286892,0,,,,,,,,,,,,,,,,,
217,兴业证券601377.SH,0.414485762,0.035350422,0.173303884,0.035350422,0.207242881,1.423799549,0.520590117,0.829210353,,,,,,,,,,,,,,,,,
218,中国中铁601390.SH,1.081850845,0.135744502,0.275139962,0.135744502,0.540925422,4.564532638,1.476069676,1.643909269,,,,,,,,,,,,,,,,,
219,工商银行601398.SH,0.494607679,0,0.331815817,0,0.247303839,1.40953223,0.552460754,0.567435071,,,,,,,,,,,,,,,,,
220,中国铝业601600.SH,10000,0,5000.103335,0,5000,38569.46079,13483.99725,0.000243597,,,,,,,,,,,,,,,,,
221,中国太保601601.SH,0.422907246,0,0.244006435,0,0.211453623,2.189108195,0.620250608,0.913683056,,,,,,,,,,,,,,,,,
222,明阳智能601615.SH,2.294469342,0.082265431,1.404749942,0.082265431,1.147234671,14.14825772,3.771902421,0.804256491,,,,,,,,,,,,,,,,,
223,中国中冶601618.SH,1.081850845,0.135744502,0.275139962,0.135744502,0.540925422,4.564532638,1.476069676,1.643909269,,,,,,,,,,,,,,,,,
224,中国人寿601628.SH,2.815966034,0.664320718,0.864999342,0.664320718,1.407983017,9.342609394,3.407933787,1.310641808,,,,,,,,,,,,,,,,,
225,长城汽车601633.SH,7.523328736,9992.041208,1.963955237,9992.041208,4996.020604,38513.18363,13467.9137,0.006568302,,,,,,,,,,,,,,,,,
226,邮储银行601658.SH,1.150257538,0.016665283,0.293469445,0.016665283,0.575128769,2.739995172,1.232686585,0.831089291,,,,,,,,,,,,,,,,,
227,中国建筑601668.SH,1.357640198,0.277506705,0.308559621,0.277506705,0.678820099,7.035837368,2.005205355,1.356441861,,,,,,,,,,,,,,,,,
228,中国电建601669.SH,5000,5000,5000,5000,5000,5000,5000,5000,,,,,,,,,,,,,,,,,
229,华泰证券601688.SH,0.823063421,0,0.37213163,0,0.41153171,5.055880916,1.339035085,1.349388893,,,,,,,,,,,,,,,,,
230,拓普集团601689.SH,5000,5000,5000,5000,5000,5000,5000,5000,,,,,,,,,,,,,,,,,
231,中国卫通601698.SH,0.755079176,0,0.256840914,0,0.377539588,2.912299669,1.018148554,0.101092488,,,,,,,,,,,,,,,,,
232,中国中车601766.SH,0.367697443,0,0.14396727,0,0.183848722,1.928215711,0.544177084,1.455657447,,,,,,,,,,,,,,,,,
233,光大证券601788.SH,8.708332999,0.911299639,3.267245848,0.460877473,4.3541665,28.59099874,10.81888646,1.203630351,,,,,,,,,,,,,,,,,
234,星宇股份601799.SH,0.764942649,0,0.323310843,0,0.382471325,4.35710501,1.189283518,1.221590223,,,,,,,,,,,,,,,,,
235,中国交建601800.SH,0.461592385,0,0.223598562,0,0.230796192,3.529664058,0.874037616,1.693996754,,,,,,,,,,,,,,,,,
236,中海油服601808.SH,2.928103192,0.159498078,1.421088557,0.105979932,1.464051596,10.98653025,3.716354075,1.405442215,,,,,,,,,,,,,,,,,
237,京沪高铁601816.SH,1.381412498,0.141534216,0.320571192,0.078830333,0.690706249,4.736057005,1.732702003,1.407538362,,,,,,,,,,,,,,,,,
238,光大银行601818.SH,0.009543847,0,0.009543847,0,0.004771923,0.036810102,0.01286892,0,,,,,,,,,,,,,,,,,
239,成都银行601838.SH,5000,5000,5000,5000,5000,5000,5000,5000,,,,,,,,,,,,,,,,,
240,中国石油601857.SH,2.193479097,0.139560575,0.487197277,0.110446759,1.096739549,10.33894779,3.101563417,1.724476531,,,,,,,,,,,,,,,,,
241,福莱特601865.SH,1.085806167,0,0.511333823,0,0.542903084,8.36663816,2.068702951,1.390539434,,,,,,,,,,,,,,,,,
242,正泰电器601877.SH,10000,0,5000.103335,0,5000,38569.46079,13483.99725,0.000243597,,,,,,,,,,,,,,,,,
243,浙商证券601878.SH,0.352926871,0,0.192419541,0,0.176463435,2.698862674,0.668302591,0.989275151,,,,,,,,,,,,,,,,,
244,中国银河601881.SH,0.913746291,0.360144501,0.309393004,0.244024661,0.456873145,4.56861719,1.320408657,2.285987556,,,,,,,,,,,,,,,,,
245,中国中免601888.SH,0.049112345,0.116380668,0.028889335,0.116380668,0.058190334,0.376654978,0.136332914,1.098323245,,,,,,,,,,,,,,,,,
246,中煤能源601898.SH,5000,5000,5000,5000,5000,5000,5000,5000,,,,,,,,,,,,,,,,,
247,紫金矿业601899.SH,1.554433216,0.095240515,0.405058423,0.095240515,0.777216608,6.954443426,2.162752914,1.986459807,,,,,,,,,,,,,,,,,
248,方正证券601901.SH,0.122166862,0.036518738,0.068558816,0.024286127,0.061083431,0.511098366,0.15985467,1.753329823,,,,,,,,,,,,,,,,,
249,中远海控601919.SH,4.77352389,0.635619954,3.6887803,0.352841059,2.386761945,26.28721396,7.30074191,1.684125793,,,,,,,,,,,,,,,,,
250,建设银行601939.SH,0.118314186,0,0.118314186,0,0.059157093,0.456331435,0.159534816,0,,,,,,,,,,,,,,,,,
251,玲珑轮胎601966.SH,0.588365411,0,0.315619376,0,0.294182705,2.269293664,0.793351758,0.248223461,,,,,,,,,,,,,,,,,
252,中国核电601985.SH,10000,0,5000.103335,0,5000,38569.46079,13483.99725,0.000243597,,,,,,,,,,,,,,,,,
253,中国银行601988.SH,1.675814442,0,0.715589407,0,0.837907221,7.519164352,2.325391283,1.080145424,,,,,,,,,,,,,,,,,
254,中国重工601989.SH,1.357640198,0.277506705,0.308559621,0.277506705,0.678820099,7.035837368,2.005205355,1.356441861,,,,,,,,,,,,,,,,,
255,中金公司601995.SH,0.106707214,0,0.106707214,0,0.053353607,0.411563971,0.143883978,0,,,,,,,,,,,,,,,,,
256,中信银行601998.SH,1.024014283,0,0.310267018,0,0.512007142,4.213157378,1.288193701,1.774516859,,,,,,,,,,,,,,,,,
257,中科曙光603019.SH,0.478973977,0,0.199872912,0,0.239486988,2.494653343,0.709589068,1.46781768,,,,,,,,,,,,,,,,,
258,弘元绿能603185.SH,2.193479097,0.139560575,0.487197277,0.110446759,1.096739549,10.33894779,3.101563417,1.724476531,,,,,,,,,,,,,,,,,
259,公牛集团603195.SH,0.54427422,0.069238624,0.232635981,0.046984117,0.27213711,2.742038352,0.769067745,1.71308023,,,,,,,,,,,,,,,,,
260,药明康德603259.SH,0.009543847,0,0.009543847,0,0.004771923,0.036810102,0.01286892,0,,,,,,,,,,,,,,,,,
261,合盛硅业603260.SH,10000,0,5000.103335,0,5000,38569.46079,13483.99725,0.000243597,,,,,,,,,,,,,,,,,
262,海天味业603288.SH,0.009543847,0,0.009543847,0,0.004771923,0.036810102,0.01286892,0,,,,,,,,,,,,,,,,,
263,斯达半导603290.SH,1.736505337,0,0.696629219,0,0.868252668,9.279684082,2.606676071,1.165775297,,,,,,,,,,,,,,,,,
264,今世缘603369.SH,0.685469792,0.045072281,0.381901714,0.045072281,0.342734896,1.950357336,0.757388329,1.465334121,,,,,,,,,,,,,,,,,
265,万泰生物603392.SH,0.248965275,0,0.156858749,0,0.124482637,1.306831305,0.380455884,1.663734903,,,,,,,,,,,,,,,,,
266,科沃斯603486.SH,1.850393296,0.111264761,1.120528697,0.068183486,0.925196648,11.66169724,3.138547963,1.292121759,,,,,,,,,,,,,,,,,
267,韦尔股份603501.SH,0.138997618,0.02394844,0.090309755,0.02394844,0.069498809,1.013972052,0.254341381,0.940973912,,,,,,,,,,,,,,,,,
268,璞泰来603659.SH,10000,0,5000.103335,0,5000,38569.46079,13483.99725,0.000243597,,,,,,,,,,,,,,,,,
269,华友钴业603799.SH,10000,0,5000.103335,0,5000,38569.46079,13483.99725,0.000243597,,,,,,,,,,,,,,,,,
270,福斯特603806.SH,0.713198346,0.072370132,0.518378427,0.072370132,0.356599173,2.723273307,0.913551174,0.82143024,,,,,,,,,,,,,,,,,
271,欧派家居603833.SH,1.554500318,0,0.918580201,0,0.777250159,11.09037762,2.777518819,1.360016501,,,,,,,,,,,,,,,,,
272,金域医学603882.SH,0.41513436,0,0.210514115,0,0.20756718,0.438376158,0.30773295,1.363151992,,,,,,,,,,,,,,,,,
273,晨光股份603899.SH,0.578174863,0,0.329886338,0,0.289087432,2.271053029,0.780691535,0.374185047,,,,,,,,,,,,,,,,,
274,兆易创新603986.SH,0.475970518,0.095072023,0.152291644,0.095072023,0.237985259,2.963817375,0.775203305,1.815974198,,,,,,,,,,,,,,,,,
275,洛阳钼业603993.SH,3.69103426,0.070544611,1.750964754,0.038990133,1.84551713,18.93929584,5.511825995,1.337923214,,,,,,,,,,,,,,,,,
276,容百科技688005.SH,2.518467912,0.07556093,0.436936723,0.07556093,1.259233956,7.40423114,2.930694235,1.417999691,,,,,,,,,,,,,,,,,
277,澜起科技688008.SH,5.074077592,0.621779583,1.091206347,0.439483974,2.537038796,17.43642789,6.283873683,1.187847683,,,,,,,,,,,,,,,,,
278,中微公司688012.SH,4.400741724,1.020353892,1.159113726,0.472117553,2.200370862,16.46723586,5.441287896,1.503155955,,,,,,,,,,,,,,,,,
279,传音控股688036.SH,0.3156699,0,0.180561365,0,0.15783495,1.242425265,0.426377099,0.378450596,,,,,,,,,,,,,,,,,
280,凯赛生物688065.SH,10000,0,5000.103335,0,5000,38569.46079,13483.99725,0.000243597,,,,,,,,,,,,,,,,,
281,金山办公688111.SH,2.608433453,0.039648283,1.445298513,0.039648283,1.304216727,17.01070189,4.408131944,1.081947221,,,,,,,,,,,,,,,,,
282,沪硅产业688126.SH,5.223234394,0.715989677,2.170015931,0.440753724,2.611617197,23.05583625,7.043903762,1.331113854,,,,,,,,,,,,,,,,,
283,石头科技688169.SH,0.269132442,0.035435215,0.10612538,0.035435215,0.134566221,0.887402452,0.309335519,1.513884226,,,,,,,,,,,,,,,,,
284,华熙生物688363.SH,5.907640062,0.621141987,5.907640062,0.533370059,2.953820031,17.90768376,7.039578443,0.531731631,,,,,,,,,,,,,,,,,
285,华润微688396.SH,10000,0.034918386,1666.738878,0.034918386,5000,38569.46079,13483.99725,0.000568188,,,,,,,,,,,,,,,,,
286,奇安信-U688561.SH,1.115309126,0,1.09385624,0,0.557654563,8.299984704,2.068989335,0.69295485,,,,,,,,,,,,,,,,,
287,天合光能688599.SH,5000,5000,5000,5000,5000,5000,5000,5000,,,,,,,,,,,,,,,,,
288,中芯国际688981.SH,0.143425886,0.013595649,0.072983358,0.013595649,0.071712943,0.654666993,0.199750108,1.292851801,,,,,,,,,,,,,,,,,
